n,alpha,algorithm,rep,returned_size,oracle_size,correct
5,2.0,SimpleAugmentingMatcher,37,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,37,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,37,5.0,5.0,True
5,1.5,SimpleAugmentingMatcher,47,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,47,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,47,5.0,5.0,True
6,1.0,SimpleAugmentingMatcher,17,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,17,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,17,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,34,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,34,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,34,5.0,5.0,True
4,2.0,SimpleAugmentingMatcher,36,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,36,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,36,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,2,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,2,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,2,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,28,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,28,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,28,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,35,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,35,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,35,3.0,3.0,True
4,1.0,SimpleAugmentingMatcher,28,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,28,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,28,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,34,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,34,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,34,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,36,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,36,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,36,1.0,1.0,True
5,1.5,SimpleAugmentingMatcher,6,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,6,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,6,5.0,5.0,True
4,2.0,SimpleAugmentingMatcher,1,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,1,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,1,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,30,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,30,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,30,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,20,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,20,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,20,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,5,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,5,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,5,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,16,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,16,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,16,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,45,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,45,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,45,6.0,6.0,True
2,1.0,SimpleAugmentingMatcher,23,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,23,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,23,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,22,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,22,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,22,5.0,5.0,True
5,2.0,SimpleAugmentingMatcher,19,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,19,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,19,5.0,5.0,True
3,1.0,SimpleAugmentingMatcher,41,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,41,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,41,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,28,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,28,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,28,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,6,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,6,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,6,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,8,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,8,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,8,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,1,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,1,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,1,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,7,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,7,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,7,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,19,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,19,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,19,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,10,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,10,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,10,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,2,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,2,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,2,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,7,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,7,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,7,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,8,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,8,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,8,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,24,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,24,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,24,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,41,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,41,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,41,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,38,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,38,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,38,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,46,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,46,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,46,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,13,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,13,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,13,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,23,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,23,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,23,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,12,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,38,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,38,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,38,5.0,5.0,True
6,1.5,SimpleAugmentingMatcher,38,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,38,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,38,6.0,6.0,True
3,1.0,SimpleAugmentingMatcher,39,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,39,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,39,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,17,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,17,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,17,6.0,6.0,True
6,1.0,SimpleAugmentingMatcher,28,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,28,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,28,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,9,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,9,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,9,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,26,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,26,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,26,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,40,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,40,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,40,5.0,5.0,True
6,2.0,SimpleAugmentingMatcher,40,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,40,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,40,6.0,6.0,True
6,1.0,SimpleAugmentingMatcher,48,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,48,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,48,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,12,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,12,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,12,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,6,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,6,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,6,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,33,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,20,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,20,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,20,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,33,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,33,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,33,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,12,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
4,2.0,SimpleAugmentingMatcher,39,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,39,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,39,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,30,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,30,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,30,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,42,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,42,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,42,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,34,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,34,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,34,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,3,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,3,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,3,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,3,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,7,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,7,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,7,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,2,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,2,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,2,6.0,6.0,True
2,1.5,SimpleAugmentingMatcher,42,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,42,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,42,1.0,1.0,True
4,1.0,SimpleAugmentingMatcher,3,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,13,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,13,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,13,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,24,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,24,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,24,1.0,1.0,True
2,1.5,SimpleAugmentingMatcher,13,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,13,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,13,1.0,1.0,True
2,1.5,SimpleAugmentingMatcher,11,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,11,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,11,1.0,1.0,True
2,2.0,SimpleAugmentingMatcher,24,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,24,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,24,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,42,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,42,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,42,6.0,6.0,True
3,1.0,SimpleAugmentingMatcher,33,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,16,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,16,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,16,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,4,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,4,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,4,6.0,6.0,True
2,2.0,SimpleAugmentingMatcher,6,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,6,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,6,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,26,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,26,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,26,6.0,6.0,True
2,2.0,SimpleAugmentingMatcher,43,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,43,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,43,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,1,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,1,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,1,6.0,6.0,True
4,2.0,SimpleAugmentingMatcher,37,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,37,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,37,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,17,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,17,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,17,3.0,3.0,True
